restaurants open at 10 morning time,/->/s/#let s go{'time'= '10:00 am'|1|'10 morning time')}
find me hawaiian restaurants on november 26 2019 at 2 in the afternoon,/s/->/s/#find table{'date'= '26 nov'|1|'november 26  2019'; 'time'= '2:00 pm'|1|'2 in the afternoon'; 'location restaurant or cuisine'= 'hawaiian'|0|'hawaiian')}
restaurants in the lowest price price range,/s/->/s/#price{'price'= '$$'|1|'lowest price')}
book it at 7 in the evening,restaurant->/book/details#time{'time'= '7:00 pm'|1|'7 in the evening')}
reserve the melting pot bellevue at 6:30 evening time,/s/->/book/details#time{'time'= '6:30 pm'|1|'6:30 evening time'; 'restaurant'= 'the melting pot bellevue'|1|'the melting pot bellevue')}
available restaurants for 19 persons on 23 oct 2019 at 1:30,/s/->/s/#find table{'date'= '23 oct'|1|'23 oct 2019'; 'time'= '1:30 am'|1|'1:30'; 'people'= '19 people'|1|'19 persons')}
which san francisco restaurants are available on august 23 2019,/s/->/s/#find table{'date'= '23 aug'|1|'august 23  2019'; 'location restaurant or cuisine'= 'san francisco'|0|'san francisco')}
available lot no 3 restaurants for 17 on october 31 2019 at 1:00 in the afternoon,/->/s/#let s go{'location restaurant or cuisine'= 'lot no 3'|0|'lot no 3'; 'date'= '31 oct'|1|'october 31  2019'; 'time'= '1:00 pm'|1|'1:00 in the afternoon'; 'people'= '17 people'|1|'17')}
authentic paris restaurants open on july 25 2019,/s/->/s/#find table{'date'= '25 jul'|1|'july 25  2019'; 'location restaurant or cuisine'= 'paris'|0|'paris')}
tell me more about heritage restaurant,/s/->restaurant#restaurant{'restaurant'= 'heritage restaurant'|1|'heritage restaurant')}
find me a restaurant for 2 on 29 nov 2019,/->/s/#let s go{'date'= '29 nov'|1|'29 nov 2019'; 'people'= '2 people'|1|'2')}
available restaurants for just for 16 on october 8 2019 at 7:30 morning time,/->/s/#let s go{'date'= '8 oct'|1|'october 8  2019'; 'time'= '7:30 am'|1|'7:30 morning time'; 'people'= '16 people'|1|'just for 16')}
find me cajun/creole restaurants for a group of 9 friends on november 28 2019 at 3:00 in the morning,/s/->/s/#find table{'date'= '28 nov'|1|'november 28  2019'; 'time'= '3:00 am'|1|'3:00 in the morning'; 'people'= '9 people'|1|'a group of 9 friends'; 'location restaurant or cuisine'= 'cajun/creole'|0|'cajun/creole')}
what's available for a group of 5 friends on 18 sep 2019,/s/->/s/#find table{'date'= '18 sep'|1|'18 sep 2019'; 'people'= '5 people'|1|'a group of 5 friends')}
show me peony kitchen,/s/->restaurant#restaurant{'restaurant'= 'peony kitchen'|1|'peony kitchen')}
restaurants open at 13:30,/->/s/#let s go{'time'= '1:30 pm'|1|'13:30')}
available barking frog restaurants for about 12 people on 7 aug 2019 at 12 am time,/->/s/#let s go{'location restaurant or cuisine'= 'barking frog'|0|'barking frog'; 'date'= '7 aug'|1|'7 aug 2019'; 'time'= '12:00 am'|1|'12 am time'; 'people'= '12 people'|1|'about 12 people')}
options in tukwila seattle only,State->City#city{'city'= 'tukwila seattle'|1|'tukwila seattle')}
amsterdam restaurants for 9 persons,/->/s/#let s go{'location restaurant or cuisine'= 'amsterdam'|0|'amsterdam'; 'people'= '9 people'|1|'9 persons')}
book me a gyu kaku bellevue wa restaurant for just for 6 on october 1 2019 at 12:00 am time,/->/s/#let s go{'location restaurant or cuisine'= 'gyu kaku bellevue wa'|0|'gyu kaku bellevue wa'; 'date'= '1 oct'|1|'october 1  2019'; 'time'= '12:00 am'|1|'12:00 am time'; 'people'= '6 people'|1|'just for 6')}
book me a barking frog restaurant for 13 persons on october 22 2019 at 6 pm time,/s/->/s/#find table{'date'= '22 oct'|1|'october 22  2019'; 'time'= '6:00 pm'|1|'6 pm time'; 'people'= '13 people'|1|'13 persons'; 'location restaurant or cuisine'= 'barking frog'|0|'barking frog')}
restaurants open at 5:30 am in the morning,/->/s/#let s go{'time'= '5:30 am'|1|'5:30 am in the morning')}
what are some good restaurants in calgary,/->City#featured international areas{'featured international areas'= 'calgary ca'|1|'calgary')}
find me southeast asian restaurants on september 20 2019 at 11 in the morning,/s/->/s/#find table{'date'= '20 sep'|1|'september 20  2019'; 'time'= '11:00 am'|1|'11 in the morning'; 'location restaurant or cuisine'= 'southeast asian'|0|'southeast asian')}
which chilean restaurants are available on august 21 2019,/s/->/s/#find table{'date'= '21 aug'|1|'august 21  2019'; 'location restaurant or cuisine'= 'chilean'|0|'chilean')}
find me a restaurant for 6:00 in the morning,/->/s/#let s go{'time'= '6:00 am'|1|'6:00 in the morning')}
find me bj s restaurant brewhouse redmond restaurants for just for 5 on july 17 2019 at 10 in the morning,/->/s/#let s go{'location restaurant or cuisine'= 'bj s restaurant brewhouse redmond'|0|'bj s restaurant brewhouse redmond'; 'date'= '17 jul'|1|'july 17  2019'; 'time'= '10:00 am'|1|'10 in the morning'; 'people'= '5 people'|1|'just for 5')}
what about a table here at 13:30 for the 3 of us,restaurant->restaurant#find table{'time'= '1:30 pm'|1|'13:30'; 'party size'= '3'|1|'the 3 of us')}
which portland restaurants are available for about 16 people at 7:00 morning time on december 25 2019,/->/s/#let s go{'location restaurant or cuisine'= 'portland'|0|'portland'; 'date'= '25 dec'|1|'december 25  2019'; 'time'= '7:00 am'|1|'7:00 morning time'; 'people'= '16 people'|1|'about 16 people')}
can you get me a table at this one at 6 o'clock,restaurant->/book/details#time{'time'= '6:00 pm'|1|"6 o'clock")}
reserve for john smith and specify adam@gmail.com as email and 3245689801 as phone contact number,/book/details->/book/view#complete reservation{'email'= 'adam@gmail.com'|0|'adam@gmail.com'; 'first name'= 'john'|0|'john'; 'phone number'= '3245689801'|0|'3245689801'; 'last name'= 'smith'|0|'smith')}
what's available for just me and 2 friends so 3 total on 15 aug 2019,/s/->/s/#find table{'date'= '15 aug'|1|'15 aug 2019'; 'people'= '3 people'|1|'just me and 2 friends so 3 total')}
available home made pasta restaurants for a party of 11 people on july 18 2019 at 4:30 pm in the afternoon,/->/s/#let s go{'location restaurant or cuisine'= 'home made pasta'|0|'home made pasta'; 'date'= '18 jul'|1|'july 18  2019'; 'time'= '4:30 pm'|1|'4:30 pm in the afternoon'; 'people'= '11 people'|1|'a party of 11 people')}
places where to eat in kentucky state,/->State#restaurants in the united states{'restaurants in the united states'= 'kentucky'|1|'kentucky state')}
is 18:45 still available,restaurant->/book/details#time{'time'= '6:45 pm'|1|'18:45')}
available restaurants for a party of 15 people on september 3 2019 at 5:30 in the evening,/->/s/#let s go{'date'= '3 sep'|1|'september 3  2019'; 'time'= '5:30 pm'|1|'5:30 in the evening'; 'people'= '15 people'|1|'a party of 15 people')}
available boston restaurants at 8:00,/->/s/#let s go{'location restaurant or cuisine'= 'boston'|0|'boston'; 'time'= '8:00 am'|1|'8:00')}
asian restaurants for 19 persons,/->/s/#let s go{'location restaurant or cuisine'= 'asian'|0|'asian'; 'people'= '19 people'|1|'19 persons')}
do they have any table left on 19 sep 2019,restaurant->restaurant#find table{'date'= '19 sep'|1|'19 sep 2019')}
available amsterdam restaurants for a group of 8 friends on august 7 2019 at 4:30 am in the morning,/s/->/s/#find table{'date'= '7 aug'|1|'august 7  2019'; 'time'= '4:30 am'|1|'4:30 am in the morning'; 'people'= '8 people'|1|'a group of 8 friends'; 'location restaurant or cuisine'= 'amsterdam'|0|'amsterdam')}
how booked it is on 12 aug 2019,restaurant->restaurant#find table{'date'= '12 aug'|1|'12 aug 2019')}
can they accomodate the 4 of us on october 17 2019,restaurant->restaurant#find table{'date'= '17 oct'|1|'october 17  2019'; 'party size'= '4'|1|'the 4 of us')}
available gyu kaku bellevue wa restaurants on november 8 2019,/->/s/#let s go{'location restaurant or cuisine'= 'gyu kaku bellevue wa'|0|'gyu kaku bellevue wa'; 'date'= '8 nov'|1|'november 8  2019')}
find me mexican restaurants on november 15 2019,/s/->/s/#find table{'date'= '15 nov'|1|'november 15  2019'; 'location restaurant or cuisine'= 'mexican'|0|'mexican')}
I want a table here for 18:00,restaurant->/book/details#time{'time'= '6:00 pm'|1|'18:00')}
tell me more about solarium kitchen bar,/s/->restaurant#restaurant{'restaurant'= 'solarium kitchen bar'|1|'solarium kitchen bar')}
restaurants in yakima,State->City#city{'city'= 'yakima'|1|'yakima')}
find me spanish restaurants for me and my girlfriend on november 22 2019 at 5:00 am in the morning,/s/->/s/#find table{'date'= '22 nov'|1|'november 22  2019'; 'time'= '5:00 am'|1|'5:00 am in the morning'; 'people'= '2 people'|1|'me and my girlfriend'; 'location restaurant or cuisine'= 'spanish'|0|'spanish')}
go ahead with the reservation under my name john johnson,/book/details->/book/view#complete reservation{'first name'= 'john'|0|'john'; 'last name'= 'johnson'|0|'johnson')}
is it available on december 10 2019 at 11:30 in the morning,restaurant->restaurant#find table{'time'= '11:30 am'|1|'11:30 in the morning'; 'date'= '10 dec'|1|'december 10  2019')}
proceed with formento s restaurant,City->restaurant#select restaurant{'select restaurant'= 'formento s'|1|'formento s restaurant')}
show me big fish grill kirkland,/s/->restaurant#restaurant{'restaurant'= 'big fish grill kirkland'|1|'big fish grill kirkland')}
the bistro at hollywood schoolhouse restaurants for the 3 of us,/->/s/#let s go{'location restaurant or cuisine'= 'the bistro at hollywood schoolhouse'|0|'the bistro at hollywood schoolhouse'; 'people'= '3 people'|1|'the 3 of us')}
available restaurants for just for 18 on october 29 2019 at 4:00 am time,/s/->/s/#find table{'date'= '29 oct'|1|'october 29  2019'; 'time'= '4:00 am'|1|'4:00 am time'; 'people'= '18 people'|1|'just for 18')}
which bar food restaurants are available for the 16 of us at 9:30 am time on august 21 2019,/s/->/s/#find table{'date'= '21 aug'|1|'august 21  2019'; 'time'= '9:30 am'|1|'9:30 am time'; 'people'= '16 people'|1|'the 16 of us'; 'location restaurant or cuisine'= 'bar food'|0|'bar food')}
restaurants open at 4:30 in the afternoon,/->/s/#let s go{'time'= '4:30 pm'|1|'4:30 in the afternoon')}||/s/->/s/#find table{'time'= '4:30 pm'|1|'4:30 in the afternoon')}
find me munich restaurants at 5:30 in the evening,/->/s/#let s go{'location restaurant or cuisine'= 'munich'|0|'munich'; 'time'= '5:30 pm'|1|'5:30 in the evening')}
find me a restaurant for about 6 people on 8 oct 2019,/->/s/#let s go{'date'= '8 oct'|1|'8 oct 2019'; 'people'= '6 people'|1|'about 6 people')}
which agave cocina cantina redmond restaurants are available at 1:00 pm in the afternoon on 12 dec 2019,/s/->/s/#find table{'date'= '12 dec'|1|'12 dec 2019'; 'time'= '1:00 pm'|1|'1:00 pm in the afternoon'; 'location restaurant or cuisine'= 'agave cocina cantina redmond'|0|'agave cocina cantina redmond')}
narrow down the results to silverdale,State->City#city{'city'= 'silverdale'|1|'silverdale')}
find me a restaurant for 5 on july 30 2019,/s/->/s/#find table{'date'= '30 jul'|1|'july 30  2019'; 'people'= '5 people'|1|'5')}
what's the avaiability on july 26 2019,restaurant->restaurant#find table{'date'= '26 jul'|1|'july 26  2019')}
proceed with wild ginger bellevue at 6 in the evening,/s/->/book/details#time{'time'= '6:00 pm'|1|'6 in the evening'; 'restaurant'= 'wild ginger bellevue'|1|'wild ginger bellevue')}
find me a restaurant for about 19 people on 6 aug 2019,/s/->/s/#find table{'date'= '6 aug'|1|'6 aug 2019'; 'people'= '19 people'|1|'about 19 people')}
show results only for the city sedro woolley,State->City#city{'city'= 'sedro woolley'|1|'sedro woolley')}
available blu sardinia restaurants for 16 on 23 aug 2019,/->/s/#let s go{'location restaurant or cuisine'= 'blu sardinia'|0|'blu sardinia'; 'date'= '23 aug'|1|'23 aug 2019'; 'people'= '16 people'|1|'16')}
find me mercato stellina restaurants for about 15 people on august 6 2019 at 4 am time,/s/->/s/#find table{'date'= '6 aug'|1|'august 6  2019'; 'time'= '4:00 am'|1|'4 am time'; 'people'= '15 people'|1|'about 15 people'; 'location restaurant or cuisine'= 'mercato stellina'|0|'mercato stellina')}
what's available for a party of 12 people,/->/s/#let s go{'people'= '12 people'|1|'a party of 12 people')}||/s/->/s/#find table{'people'= '12 people'|1|'a party of 12 people')}
i made a mistake want to modify,/book/view->/book/cancel#cancel{'cancel'= 'modify'|1|'i made a mistake want to modify')}
find me a restaurant for 15 persons on july 9 2019 at 7:00 pm in the evening,/->/s/#let s go{'date'= '9 jul'|1|'july 9  2019'; 'time'= '7:00 pm'|1|'7:00 pm in the evening'; 'people'= '15 people'|1|'15 persons')}
which indian restaurants are available at 11 o'clock on 16 dec 2019,/s/->/s/#find table{'date'= '16 dec'|1|'16 dec 2019'; 'time'= '11:00 pm'|1|"11 o'clock"; 'location restaurant or cuisine'= 'indian'|0|'indian')}
which pizza restaurants are available,/s/->/s/#find table{'location restaurant or cuisine'= 'pizza'|0|'pizza')}
authentic blu sardinia restaurants open on september 30 2019,/->/s/#let s go{'location restaurant or cuisine'= 'blu sardinia'|0|'blu sardinia'; 'date'= '30 sep'|1|'september 30  2019')}
book anthony's homeport kirkland at 6:00 in the evening,/s/->/book/details#time{'time'= '6:00 pm'|1|'6:00 in the evening'; 'restaurant'= "anthony's homeport kirkland"|1|"anthony's homeport kirkland")}
which milan restaurants are available,/s/->/s/#find table{'location restaurant or cuisine'= 'milan'|0|'milan')}
restaurants in ruston,State->City#city{'city'= 'ruston'|1|'ruston')}
find me amsterdam restaurants on 29 aug 2019,/->/s/#let s go{'location restaurant or cuisine'= 'amsterdam'|0|'amsterdam'; 'date'= '29 aug'|1|'29 aug 2019')}
find me oregon restaurants on 15 jul 2019,/s/->/s/#find table{'date'= '15 jul'|1|'15 jul 2019'; 'location restaurant or cuisine'= 'oregon'|0|'oregon')}
find me the crab pot restaurant bar restaurants on 31 dec 2019,/->/s/#let s go{'location restaurant or cuisine'= 'the crab pot restaurant bar bellevue'|0|'the crab pot restaurant bar'; 'date'= '31 dec'|1|'31 dec 2019')}
what's available for the 18 of us at 4:00 in the morning on 21 nov 2019,/->/s/#let s go{'date'= '21 nov'|1|'21 nov 2019'; 'time'= '4:00 am'|1|'4:00 in the morning'; 'people'= '18 people'|1|'the 18 of us')}
available italian restaurants for just for 15 on 4 oct 2019,/s/->/s/#find table{'date'= '4 oct'|1|'4 oct 2019'; 'people'= '15 people'|1|'just for 15'; 'location restaurant or cuisine'= 'italian'|0|'italian')}
available restaurants for about 19 people on november 28 2019 at 9:30 am time,/s/->/s/#find table{'date'= '28 nov'|1|'november 28  2019'; 'time'= '9:30 am'|1|'9:30 am time'; 'people'= '19 people'|1|'about 19 people')}
available mexican restaurants on november 22 2019 at 8:30 pm time,/s/->/s/#find table{'date'= '22 nov'|1|'november 22  2019'; 'time'= '8:30 pm'|1|'8:30 pm time'; 'location restaurant or cuisine'= 'mexican'|0|'mexican')}
tell me something about ascend prime steak sushi,/s/->restaurant#restaurant{'restaurant'= 'ascend prime steak sushi'|1|'ascend prime steak sushi')}
find me vegeterian restaurants for a large group of 20 on 7 oct 2019 at 8:30 am time,/->/s/#let s go{'location restaurant or cuisine'= 'vegeterian'|0|'vegeterian'; 'date'= '7 oct'|1|'7 oct 2019'; 'time'= '8:30 am'|1|'8:30 am time'; 'people'= '20 people'|1|'a large group of 20')}
available cajun/creole restaurants on august 7 2019 at 10:00,/s/->/s/#find table{'date'= '7 aug'|1|'august 7  2019'; 'time'= '10:00 am'|1|'10:00'; 'location restaurant or cuisine'= 'cajun/creole'|0|'cajun/creole')}
authentic anthony s homeport kirkland restaurants open on 4 dec 2019,/s/->/s/#find table{'date'= '4 dec'|1|'4 dec 2019'; 'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland')}
yes reserve this resturant for 5:30 evening time,restaurant->/book/details#time{'time'= '5:30 pm'|1|'5:30 evening time')}
places where to eat in toronto,/->City#featured international areas{'featured international areas'= 'toronto ca'|1|'toronto')}
available restaurants for 5 on december 20 2019 at 8:00 am time,/s/->/s/#find table{'date'= '20 dec'|1|'december 20  2019'; 'time'= '8:00 am'|1|'8:00 am time'; 'people'= '5 people'|1|'5')}
find me british restaurants at 11:30 morning time,/s/->/s/#find table{'time'= '11:30 am'|1|'11:30 morning time'; 'location restaurant or cuisine'= 'british'|0|'british')}
authentic anthony s homeport kirkland restaurants open on 5 dec 2019,/->/s/#let s go{'location restaurant or cuisine'= 'anthony s homeport kirkland'|0|'anthony s homeport kirkland'; 'date'= '5 dec'|1|'5 dec 2019')}
more details on chutney s,/s/->restaurant#restaurant{'restaurant'= 'chutney s'|1|'chutney s')}
find me soup restaurants on september 10 2019,/->/s/#let s go{'location restaurant or cuisine'= 'soup'|0|'soup'; 'date'= '10 sep'|1|'september 10  2019')}
