keep only ahnu,/search->/search#filter by brand{'filter by brand'= 'ahnu'|1|'ahnu')}
in the less than 12 years of age department open down & insulated,/->/search#select sub category{'select category'= 'kids'|1|'less than 12 years of age'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
under cycle search ski & snowboard,/->/search#select sub category{'select category'= 'cycle'|1|'cycle'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
enter name as david and surname as miller,/checkout/billing-address->/checkout/contact-info#continue{'last name'= 'miller'|0|'miller'; 'first name'= 'david'|0|'david')}
my full address is 3245 w roosevelt road bellevue alaska 23678 denmark and my name is robert williams,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'alaska'|1|'alaska'; 'country'= 'denmark'|1|'denmark'; 'city'= 'bellevue'|0|'bellevue'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'williams'|0|'williams'; 'first name'= 'robert'|0|'robert')}
which are royal robbins,/search->/search#filter by brand{'filter by brand'= 'royal robbins'|1|'royal robbins')}
I'd like something that is good for rei co op brand,/search->/search#filter by best use{'filter by best use'= 'rei co op'|1|'rei co op')}
browse down & insulated in the trips category,/->/search#select sub category{'select category'= 'travel'|1|'trips'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
display nylon products,/search->/search#filter by fabric type{'filter by fabric type'= 'nylon / nylon blend'|1|'nylon')}
filter the results by jetty,/search->/search#filter by brand{'filter by brand'= 'jetty'|1|'jetty')}
go to women and then click fleece & soft shell,/->/search#select sub category{'select category'= 'women'|1|'women'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
order the option in brown and size xl just four pieces with the option deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xl'|1|'xl'; 'change quantity'= '4'|1|'four')}
use 1.12345e15 as visa for the order,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12345e+15'|0|'1.12345e+15')}
order the option in green and size small just two pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 's'|1|'small'; 'change quantity'= '2'|1|'two')}
filter the results by oboz,/search->/search#filter by brand{'filter by brand'= 'oboz'|1|'oboz')}
filter by inov8 results,/search->/search#filter by brand{'filter by brand'= 'inov8'|1|'inov8')}
expensive to cheap re rank,/search->/search#sort results{'sort results'= 'price: high low'|1|'expensive to cheap')}
checkout under david miller,/checkout/billing-address->/checkout/contact-info#continue{'last name'= 'miller'|0|'miller'; 'first name'= 'david'|0|'david')}
Pay with my credit card number  1.12346e15 and security code 123,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+15'|0|'1.12346e+15'; 'security code'= '123'|0|'123')}
fill in the checkout details as follows: city is sf street address is 4260 132nd ave ne and my full name is john smith,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'san fransisco'|0|'sf'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'smith'|0|'smith'; 'first name'= 'john'|0|'john')}
the number of items for osprey fairview 40 travel pack women's is wrong change it to 2,/ShoppingCart->/ShoppingCart#change quantity{'select product'= "osprey fairview 40 travel pack women's"|1|"osprey fairview 40 travel pack women's"; 'change quantity'= '2'|1|'2')}
go to paddle and pick casual jackets,/->/search#select sub category{'select category'= 'paddle'|1|'paddle'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
I want protected in cold,/search->/search#filter by best use{'filter by best use'= 'insulated'|1|'protected in cold')}
extra large size results only,/search->/search#filter by size{'filter by size'= 'xl'|1|'extra large')}
in the camp & hike category select running jackets,/->/search#select sub category{'select category'= 'camp & hike'|1|'camp & hike'; 'select sub category'= 'running jackets'|1|'running jackets')}
to pay you can use my card with the following details: number is 1.12346e16 and security code is 123 and it expires on january of 2029,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16'; 'security code'= '123'|0|'123'; 'expiration month'= '1-jan'|1|'january'; 'expiration year'= '2029'|1|'2029')}
my details are  70745 as zip code connecticut as state china as country bellevue as city 4260 132nd ave ne as address smith as surname and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'connecticut'|1|'connecticut'; 'country'= 'china'|1|'china'; 'city'= 'bellevue'|0|'bellevue'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'smith'|0|'smith'; 'first name'= 'john'|0|'john')}
go to camp & hike and choose ski & snowboard,/->/search#select sub category{'select category'= 'camp & hike'|1|'camp & hike'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
filter by hiking results,/search->/search#filter by best use{'filter by best use'= 'hiking'|1|'hiking')}
kids' footwear,/search->/search#filter by category{'filter by category'= "kids' footwear"|1|"kids' footwear")}
my details are  43677 as zip code washington as state italy as country chicago as city 4260 132nd ave ne as address johnson as surname and james as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'washington'|1|'washington'; 'country'= 'italy'|1|'italy'; 'city'= 'chicago'|0|'chicago'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'james'|0|'james')}
add an m to my cart,/product/->Added to cart confirmation#add to cart{'select size'= 'm'|1|'m')}
go to travel and then click casual jackets,/->/search#select sub category{'select category'= 'travel'|1|'travel'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
Add to my cart an yellow extra large and added it to my cart as deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'yellow'|1|'yellow'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xl'|1|'extra large')}
filter by vasque,/search->/search#filter by brand{'filter by brand'= 'vasque'|1|'vasque')}
search formal shoes,/->/search#search{'search for great gear clothing'= 'formal shoes'|0|'formal shoes')}
go to children and pick fleece & soft shell,/->/search#select sub category{'select category'= 'kids'|1|'children'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
filter by tecnica results,/search->/search#filter by brand{'filter by brand'= 'tecnica'|1|'tecnica')}
add 5 in color red and size xxl to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'red'|1|'red'; 'select size'= 'xxl'|1|'xxl'; 'change quantity'= '5'|1|'5')}
go to running and then click running jackets,/->/search#select sub category{'select category'= 'run'|1|'running'; 'select sub category'= 'running jackets'|1|'running jackets')}
select the color black and size xl and then add it to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 'xl'|1|'xl')}
enter 98005 as zip code american samoa as state uk as country london as city 1033 s oakley blvd. as street address smith as last name and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'american samoa'|1|'american samoa'; 'country'= 'uk'|1|'uk'; 'city'= 'london'|0|'london'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'smith'|0|'smith'; 'first name'= 'richard'|0|'richard')}
exclude what is not an big,/search->/search#filter by size{'filter by size'= 'large'|1|'big')}
enter 23678 as zip code oregon as state france as country new delhi as city 2331 n ashland ave as street address smith as last name and robert as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'oregon'|1|'oregon'; 'country'= 'france'|1|'france'; 'city'= 'new delhi'|0|'new delhi'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'smith'|0|'smith'; 'first name'= 'robert'|0|'robert')}
my full address is 3123 s taylor st. chicago puerto rico 60612 finland and my name is michael miller,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '60612'|0|'60612'; 'state'= 'puerto rico'|1|'puerto rico'; 'country'= 'finland'|1|'finland'; 'city'= 'chicago'|0|'chicago'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'miller'|0|'miller'; 'first name'= 'michael'|0|'michael')}
which are obermeyer,/search->/search#filter by brand{'filter by brand'= 'obermeyer'|1|'obermeyer')}
I need an ten,/search->/search#filter by size{'filter by size'= '10'|1|'ten')}
keep only multi colored,/search->/search#filter by color{'filter by color'= 'multi colored'|1|'multi colored')}
in the women department open running jackets,/->/search#select sub category{'select category'= 'women'|1|'women'; 'select sub category'= 'running jackets'|1|'running jackets')}
my details are  37566 as zip code northern mariana islands as state india as country la as city 4260 132nd ave ne as address williams as surname and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'northern mariana islands'|1|'northern mariana islands'; 'country'= 'india'|1|'india'; 'city'= 'los angeles'|0|'la'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'williams'|0|'williams'; 'first name'= 'richard'|0|'richard')}
show me only what is in the usd 25.00 to usd 49.99,/search->/search#filter by price{'filter by price'= '$25.00 to $49.99'|1|'usd 25.00 to usd 49.99')}
filter by howler brothers,/search->/search#filter by brand{'filter by brand'= 'howler brothers'|1|'howler brothers')}
add 6 in color pink and size extra large to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'pink'|1|'pink'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '6'|1|'6')}
order the option in pink and size largest just 5 pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'pink'|1|'pink'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'xxl'|1|'largest'; 'change quantity'= '5'|1|'5')}
show me only rei co op items,/search->/search#filter by brand{'filter by brand'= 'rei co op'|1|'rei co op')}||/search->/search#filter by best use{'filter by best use'= 'rei co op'|1|'rei co op')}
add 4 in color green and size l to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'select size'= 'l'|1|'l'; 'change quantity'= '4'|1|'4')}
which are aku,/search->/search#filter by brand{'filter by brand'= 'aku'|1|'aku')}
9.5 only,/search->/search#filter by size{'filter by size'= '9.5'|1|'9.5')}
Submit order with credit card number 1.12346e16 security code 123 expiration year 2021 and expiration month 09,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16'; 'security code'= '123'|0|'123'; 'expiration month'= '9-sep'|1|'09'; 'expiration year'= '2021'|1|'2021')}
add 2 in color green and size l to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'select size'= 'l'|1|'l'; 'change quantity'= '2'|1|'2')}
wind shells for women,/->/search#select sub category{'select category'= 'women'|1|'women'; 'select sub category'= 'wind shells'|1|'wind shells')}
apply the socks filter,/search->/search#filter by category{'filter by category'= 'socks'|1|'socks')}
fill in the checkout details as follows: city is redmond street address is 1033 s oakley blvd. and my full name is richard smith,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'redmond'|0|'redmond'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'smith'|0|'smith'; 'first name'= 'richard'|0|'richard')}
kids' shoes,/search->/search#filter by category{'filter by category'= "kids' footwear"|1|"kids' shoes")}
Add to my cart an white medium and added it to my cart as store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'm'|1|'medium')}
I want winter jackets,/->/search#search{'search for great gear clothing'= 'winter jackets'|0|'winter jackets')}
go to shop rei outlet and pick fleece & soft shell,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
